"text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","lon","lat"
"RT @America_1st_: #HumanRightsDay

You know U.N. Human Rights Council is a joke when Saudi Arabia is a part of it. https://t.co/kNXS3Mj3uS",23,FALSE,FALSE,807678090830868480,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Sat Dec 10 20:07:17 +0000 2016",NA,NA,"en",55,FALSE,"Detroit",28112627,"I am a sensitive new age guy, but also a driven, world beater.",TRUE,"Wed Apr 01 14:13:17 +0000 2009",7412,7188,3886,FALSE,NA,"Ronald Diebel","Eastern Time (US & Canada)","en",-18000,7133,"ronalddiebel",NA,NA
"RT @estaizzy: Disgraceful that ppl are using #HumanRightsDay to spread homophobia &amp; transphobia. Being lgbt is not a lifestyle choice. Live<U+0085>",1,FALSE,FALSE,807678091917164544,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:07:17 +0000 2016",NA,NA,"en",64,FALSE,"Glasgow-home. Wales-heart.",353640039,"Soprano of Opera. Welsh. Shopaholic. Product Queen. Crafter. Inter arts/music as therapy my passion -currently Common Wheel & McOpera (Dementia Project Leader).",FALSE,"Fri Aug 12 12:03:43 +0000 2011",31675,4914,4129,FALSE,"http://www.rachelhynes.co.uk","Rachel Hynes","Edinburgh","en",0,5107,"LaRadarina",NA,NA
"RT @margotwallstrom: December 10th is #HumanRightsDay. More than ever we need to stand up for everyone's universal rights.",70,FALSE,FALSE,807678093045460992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:07:17 +0000 2016",NA,NA,"en",29,FALSE,"Wherever Lana's voice is",3193030271,"<U+0641><U+0627><U+0646> <U+0627><U+0644><U+0645><U+0644><U+0643><U+0647> <U+0628><U+0627><U+0631><U+064A><U+0633> <U+0645><U+0646> <U+0662><U+0660><U+0660><U+0666> <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+009B> @ParisHilton",FALSE,"Wed Apr 22 01:34:29 +0000 2015",43411,1350,31812,FALSE,"http://sayat.me/FuckMeUpNormani","<U+0633><U+062A><U+0644> <U+0643><U+0627><U+0646><U+062A> <U+0650><U+0633><U+0646><U+0642><U+064E>",NA,"en",NA,473,"FeedMeGaga",NA,NA
"RT @TheMisterFavor: Today's the #HumanRightsDay and at the end of the day we're humans and all one grouped to focus on making this worl<U+0085>",14,FALSE,FALSE,807678092802191360,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:07:17 +0000 2016",NA,NA,"en",2078,FALSE,"Brest, France",3082932069,"Complete #SMM platform to organize, search, grow, target, engage, save time scheduling a smart way. #34 in #TOP50 #Brands #Management http://bit.ly/1FMKomd",TRUE,"Tue Mar 10 01:51:15 +0000 2015",49,107797,26955,FALSE,"http://socialfave.net","Social Fave","Paris","en",3600,103303,"Socialfave",NA,NA
"RT @jeremycorbyn: My #HumanRightsDay speech was interrupted by protesters. I respect their concerns about the ongoing Syrian war &amp; th<U+0085>",541,FALSE,FALSE,807678098758049792,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:07:19 +0000 2016",NA,NA,"en",36,FALSE,"North West England",227695247,"Hyde United fan, lifelong trade unionist, Small Faces, blues/soul fan. Old enough to have opinions, dislike any form of social injustice and bad manners.",TRUE,"Fri Dec 17 15:05:09 +0000 2010",18884,322,3322,FALSE,NA,"Alan Royston",NA,"en",NA,86,"pagechord",NA,NA
"RT @JamesMelville: Humans should help other humans. Where they come from is irrelevant.
#RefugeesWelcome #HumanRightsDay https://t.co/dqbr0<U+0085>",2329,FALSE,FALSE,807678101895475200,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:07:20 +0000 2016",NA,NA,"en",14,FALSE,"Briis-sous-Forges",577076240,"Corruption is so rife that we must deduce that, it's not power that corrupts, but those who seek power, are already corrupt.",TRUE,"Fri May 11 12:00:04 +0000 2012",9343,350,3710,FALSE,NA,"Simon Booton-Mander","Paris","en",3600,591,"webfranglais",NA,NA
"RT @WHO: Today is #HumanRightsDay.
The highest attainable standard of health is a fundamental right of every human being<U+0085>",1336,FALSE,FALSE,807678101299728384,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Sat Dec 10 20:07:19 +0000 2016",NA,NA,"en",254,FALSE,"Ready For Love",1944685220,"<U+0E08><U+0E07><U+0E43><U+0E0A><U+0E49><U+0E0A><U+0E35><U+0E27><U+0E34><U+0E15><U+0E40><U+0E2A><U+0E21><U+0E37><U+0E2D><U+0E19><U+0E04><U+0E38><U+0E13><U+0E01><U+0E33><U+0E25><U+0E31><U+0E07><U+0E43><U+0E0A><U+0E49><U+0E0A><U+0E35><U+0E27><U+0E34><U+0E15><U+0E40><U+0E1B><U+0E47><U+0E19><U+0E04><U+0E23><U+0E31><U+0E49><U+0E07><U+0E17><U+0E35><U+0E48><U+0E2A><U+0E2D><U+0E07>
<U+0E41><U+0E25><U+0E30><U+0E40><U+0E2A><U+0E21><U+0E37><U+0E2D><U+0E19><U+0E04><U+0E38><U+0E13><U+0E44><U+0E14><U+0E49><U+0E01><U+0E23><U+0E30><U+0E17><U+0E33><U+0E1C><U+0E34><U+0E14><U+0E1E><U+0E25><U+0E32><U+0E14><U+0E44><U+0E1B><U+0E41><U+0E25><U+0E49><U+0E27><U+0E04><U+0E23><U+0E31><U+0E49><U+0E07><U+0E2B><U+0E19><U+0E36><U+0E48><U+0E07>
<U+0E14><U+0E31><U+0E07><U+0E40><U+0E0A><U+0E48><U+0E19><U+0E17><U+0E35><U+0E48><U+0E04><U+0E38><U+0E13><U+0E01><U+0E33><U+0E25><U+0E31><U+0E07><U+0E08><U+0E30><U+0E25><U+0E07><U+0E21><U+0E37><U+0E2D><U+0E17><U+0E33><U+0E43><U+0E19><U+0E15><U+0E2D><U+0E19><U+0E19><U+0E35><U+0E49>",TRUE,"Mon Oct 07 17:00:36 +0000 2013",86895,457,8533,FALSE,"http://twiends.com/Krit_outlaw","Jakkrit Nooklaew",NA,"th",NA,1504,"Krit_outlaw",NA,NA
"RT @CanadaFP: On Int<U+0092>l #HumanRightsDay, find out what Canada has done to help the #LGBTI community in the last year to advance<U+0085>",3,FALSE,FALSE,807678102516224000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:07:20 +0000 2016",NA,NA,"en",389,FALSE,"Magnetawan",285706984,"PHILOSOPHER KING AND WARRIOR POET",FALSE,"Thu Apr 21 16:52:12 +0000 2011",326296,1545,363490,FALSE,NA,"El Cid Barett","Eastern Time (US & Canada)","en",-18000,762,"ElCidBarett",NA,NA
"RT @NkirukaNistoran: #Biafran Love #HumanRightsDay but @UNHumanRights has failed to protect them #StopBiafrakillings #Write4Rights<U+0085>",88,FALSE,FALSE,807678104932155392,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:07:20 +0000 2016",NA,NA,"en",33,FALSE,"Biafra Land",4807939000,NA,TRUE,"Thu Jan 14 21:38:26 +0000 2016",16681,188,6902,FALSE,NA,"BiafraIsHere",NA,"en",NA,446,"IEzeaka",NA,NA
"RT @ComicsUniversee: #HumanRightsDay  Wanna hear your rights ?! https://t.co/B64rppd8ev",2,FALSE,FALSE,807678105301225472,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Sat Dec 10 20:07:20 +0000 2016",NA,NA,"en",0,FALSE,"New York, USA",770999134279041024,"Celebrities, TV series, Couples, Movies etc. || Requests via DM ||",FALSE,"Wed Aug 31 14:58:12 +0000 2016",41,477,147,FALSE,NA,"Hottie or Nah","Pacific Time (US & Canada)","en",-28800,26,"HottieOrNah",NA,NA
"RT @ComicsUniversee: #HumanRightsDay  Wanna hear your rights ?! https://t.co/B64rppd8ev",2,FALSE,FALSE,807678105317941248,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Sat Dec 10 20:07:20 +0000 2016",NA,NA,"en",0,FALSE,"New York, USA",769684687019184128,"loving J.B . I will always be there @justinbieber || Belieber",FALSE,"Sat Aug 27 23:55:04 +0000 2016",366,491,295,FALSE,NA,"Justin Bieber","Pacific Time (US & Canada)","en",-28800,2049,"wedolove_jb",NA,NA
"RT @ComicsUniversee: #HumanRightsDay  Wanna hear your rights ?! https://t.co/B64rppd8ev",5,FALSE,FALSE,807678105565483008,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Sat Dec 10 20:07:20 +0000 2016",NA,NA,"en",0,FALSE,"California, USA",769672635991089152,"all i'm asking for is 1D back together. We love you guys",FALSE,"Sat Aug 27 23:07:11 +0000 2016",343,618,324,FALSE,NA,"We Want  1D Back",NA,"en",NA,2764,"want_1dback",NA,NA
"RT @Cuckerella: DEAR LIBERALS in honor of #HumanRightsDay why not Google ""Yazidi genocide"" before ever again using the term ""islamo<U+0085>",43,FALSE,FALSE,807678107100606464,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:07:21 +0000 2016",NA,NA,"en",20,FALSE,"ny",395026818,"sports, politics, sophmoric humor and bacon",FALSE,"Fri Oct 21 00:51:33 +0000 2011",14354,564,9886,FALSE,"http://favstar.fm/users/uncletom","try the veal","Atlantic Time (Canada)","en",-14400,1384,"WBlance",NA,NA
"RT @Malsharifi: Imagine you were 17.

In a protest.

Now in a few days due to be beheaded&amp; crucified in Saudi.

RT 

#HumanRightsDay https:<U+0085>",298,FALSE,FALSE,807678108828573696,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Sat Dec 10 20:07:21 +0000 2016",NA,NA,"en",29,FALSE,"Dorset, UK",303059963,"Dad, married, 4 sprogs, 3 grandsprogs.",TRUE,"Sun May 22 07:20:58 +0000 2011",15648,320,12021,FALSE,NA,"Ian Kirk",NA,"en",NA,242,"ballywhooo",NA,NA
"RT @BrendanMcInnis: #HumanRightsDay? 
Don't humans have enough days? https://t.co/LEWn1l7mga",6,FALSE,FALSE,807678110233526272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:07:22 +0000 2016",NA,NA,"en",16,FALSE,"Maryland, USA",742155071530651648,NA,FALSE,"Mon Jun 13 00:42:12 +0000 2016",3394,367,2952,FALSE,NA,"Lily",NA,"en",NA,442,"lilylanphear",NA,NA
"RT @hrw: Human Rights Watch keeps an updated map on anti #LGBT laws around the world https://t.co/lg3i06HB8W #HumanRightsDay https://t.co/a<U+0085>",144,FALSE,FALSE,807678110254661632,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:07:22 +0000 2016",NA,NA,"en",3,FALSE,"Oconto, Wisconsin, USA",1345881127,NA,TRUE,"Fri Apr 12 03:22:42 +0000 2013",1171,61,1517,FALSE,NA,"Christopher LaChance",NA,"en",NA,136,"Chance_chris71",NA,NA
"RT @AmazonMiller: #HumanRightsDay: Amazonian indigenous peoples &amp; #WaterProtectors are in solidarity w/ #NoDAPL @StandingRockST<U+0085>",3,FALSE,FALSE,807678110393073664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:07:22 +0000 2016",NA,NA,"en",6,FALSE,"Bogot<e1>, Colombia",2382976453,"Fundaci<f3>n Gente Original Linaje Dorado - GOLD, creada por H<e9>ctor Buitrago @KonHector y Carolina Casta<f1>o 

 ...Nueva conciencia brilla y luce adelante...",TRUE,"Tue Mar 11 01:46:55 +0000 2014",1709,423,1056,FALSE,"http://www.fundaciongold.org/","Fundaci<f3>n G.O.L.D.","Eastern Time (US & Canada)","es",-18000,509,"FundacionGOLD",NA,NA
"RT @migrants_rights: On #HumanRightsDay, join us in asking PM Theresa May to drop the Government's plan to scrap the Human Rights Act  http<U+0085>",13,FALSE,FALSE,807678114860060672,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:07:23 +0000 2016",NA,NA,"en",23,FALSE,"Scotland",20931820,"Recluse on a hill in rural Perthshire who longs for a mindful society where participation & human rights of minorities and migrants receive equal Respect.",FALSE,"Sun Feb 15 19:48:07 +0000 2009",6476,317,498,FALSE,"http://www.mindfulnotions.blogspot.com","pat elsmie","Edinburgh","en",0,423,"patelsmie",NA,NA
"RT @PhelimKine: #HumanRightsDay salute to #China 's jailed Nobel laureate #LiuXiaobo &amp; his wife #LiuXia via @hrw<U+0085>",18,FALSE,FALSE,807678115501797376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:07:23 +0000 2016",NA,NA,"en",18,FALSE,"Connecticut, USA",2480672682,NA,TRUE,"Tue May 06 23:16:17 +0000 2014",11709,67,6443,FALSE,NA,"PM15232",NA,"en",NA,49,"MadzikPaul",NA,NA
"""Love is love is love is love is love is love is love is love...""  @Lin_Manuel #HumanRightsDay https://t.co/72lR2Js0zl",0,FALSE,FALSE,807678116978192384,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Sat Dec 10 20:07:23 +0000 2016",NA,NA,"en",45,FALSE,"Keystone State",518974455,"Reading, cats, my iPad, Glee, Twitter, PB cups, Candy Crush, naps, superhero TV, purple--what else do I need? My opinions are my own & I've got A LOT of them!",FALSE,"Thu Mar 08 23:10:56 +0000 2012",43298,431,374,FALSE,NA,"(((DJ. Lilly)))","Atlantic Time (Canada)","en",-14400,272,"wemeow2",NA,NA
"RT @KamalaHarris: Women<U+0092>s rights.
LGBT rights.
Indigenous rights.
Immigration rights.
On #HumanRightsDay, let<U+0092>s re-dedicate ourselves to fi<U+0085>",395,FALSE,FALSE,807678119360528384,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:07:24 +0000 2016",NA,NA,"en",1,FALSE,"Lakehead University",2440865137,"May the wind under your wings bear you where the sun sails and the moon walks. - Tolkien",FALSE,"Sun Apr 13 01:57:25 +0000 2014",2136,145,2165,FALSE,NA,"Anna-Rose",NA,"en",NA,133,"rosie_clarke1",NA,NA
"RT @Be_Just_: On this #HumanRightsDay, we celebrate the achievements of our partners &amp; grantees. Stay tuned for tweets about their amazing<U+0085>",2,FALSE,FALSE,807678123336728576,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:07:25 +0000 2016",NA,NA,"en",99,FALSE,"Berlin",786522769,"A hub for human rights lawyering. Menschenrechte mit juristischen Mitteln durchsetzen. RT & Fav are not endorsement",FALSE,"Tue Aug 28 08:23:23 +0000 2012",5907,2027,283,FALSE,"http://www.ecchr.eu","ECCHR","Athens","de",7200,362,"ECCHRBerlin",NA,NA
".@AmnestyNow The Sisters of St. Joseph wrote over 100 letters for human rights today! #Write4Rights #HumanRightsDay https://t.co/xSzklLF5Lu",0,FALSE,FALSE,807678121256292352,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:07:24 +0000 2016",NA,NA,"en",286,FALSE,"No metadata here, move on.",133198394,"Eclectic linguist & librarian. Activist since grade 5. Amnesty International supporter for 30+ years. I work in an archives. I live on the left. I can't knit.",TRUE,"Thu Apr 15 07:37:58 +0000 2010",50675,3184,3,FALSE,NA,"Mary Grace Kosta","Eastern Time (US & Canada)","en",-18000,1204,"marygkosta",NA,NA
"RT @bouska: homophobia
transphobia
xenophobia
sexism
racism
hate is hate.
stop judging, start loving.
#HumanRightsDay",524,FALSE,FALSE,807678129229746176,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:07:26 +0000 2016",NA,NA,"en",1,FALSE,"North West, England",749513677657759744,NA,FALSE,"Sun Jul 03 08:02:40 +0000 2016",28,15,10,FALSE,NA,"Jo Hancock",NA,"en-GB",NA,28,"JoJohancock74",NA,NA
"RT @mmatalpur: #HumanRightsDay &amp; Murder most foul. My Friend Faisal Mengal was killed on 10th December 2012.
He was to visit me.<U+0085>",37,FALSE,FALSE,807678129242152960,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:07:26 +0000 2016",NA,NA,"en",9,FALSE,"united state",152637426,"Los angeles",FALSE,"Sun Jun 06 13:48:43 +0000 2010",5232,205,45,FALSE,NA,"rock","Pacific Time (US & Canada)","en",-28800,886,"mohammadjessa",NA,NA
"RT @Google: We all have the power to stand up for the rights of others. #HumanRightsDay https://t.co/SpVVtibhDv",544,FALSE,FALSE,807678138255867904,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:07:28 +0000 2016",NA,NA,"en",23,FALSE,"Suriname",52192932,"Tweeting breaking news of Suriname",FALSE,"Mon Jun 29 21:18:51 +0000 2009",75,1403,1,FALSE,"http://www.suriname-news.com","Suriname News/Nieuws","Buenos Aires","en",-10800,4,"surinamenews",NA,NA
"RT @queergirI: Don't claim to be a supporter of #HumanRightsDay if you don't support the LGBT+ community https://t.co/D2yE2ZvTBR",904,FALSE,FALSE,807678140428513280,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:07:29 +0000 2016",NA,NA,"en",2,FALSE,"Bougie",3243791381,"#blacklivesmatter",TRUE,"Sat May 09 18:28:24 +0000 2015",2393,63,1618,FALSE,NA,"Leslie <ed><U+00A0><U+00BD><ed><U+00B2><U+00A4>",NA,"en",NA,67,"Leslo678",NA,NA
"I hope one day I, a Saudi woman, will be recognized legally as an adult instead of a minor for life / property of men.

#HumanRightsDay",0,FALSE,FALSE,807678141242232832,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:07:29 +0000 2016",NA,NA,"en",107,FALSE,"Fucking Saudi Arabia",3225577627,"<U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+0641><U+064A> <U+0627><U+0644><U+0642><U+0631><U+0646> <U+0627><U+0644><U+062D><U+0627><U+062F><U+064A> <U+0648><U+0627><U+0644><U+0639><U+0634><U+0631><U+064A><U+0646><U+060C> <U+0648><U+0644><U+0627> <U+0632><U+0627><U+0644> <U+0647><U+0646><U+0627><U+0643> <U+0645><U+0646> <U+064A><U+0624><U+0645><U+0646> <U+0628><U+0627><U+0644><U+0622><U+0644><U+0647><U+0629>!
#Humanist #Atheist #FreePrisonersOfConscience
 #StopEnslavingSaudiWomen",FALSE,"Sun May 24 18:21:28 +0000 2015",45241,14837,40743,FALSE,NA,"Anon",NA,"en",NA,74,"dontcarebut",NA,NA
"Can a world run by religions that are so violent and oppressive ever have equal rights? #HumanRightsDay",0,FALSE,FALSE,807678142324293632,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:07:29 +0000 2016",NA,NA,"en",1,FALSE,"Detroit, MI",114270845,"Procrastination is the art of keeping up with yesterday.",FALSE,"Sun Feb 14 19:59:27 +0000 2010",4205,308,1978,FALSE,NA,"Matt Parsons","Eastern Time (US & Canada)","en",-18000,469,"parsons45243",NA,NA
"RT @aoUa3wiYVlSCWa2: #HumanRightsDay 
#HumanRights <U+FE0F> #Anonymous 
 #<U+0627><U+0644><U+064A><U+0648><U+0645>_<U+0627><U+0644><U+0639><U+0627><U+0644><U+0645><U+064A>_<U+0644><U+062D><U+0642><U+0648><U+0642>_<U+0627><U+0644><U+0627><U+0646><U+0633><U+0627><U+0646> 
A im shildren of  #Yemen https://t.co/hakf1<U+0085>",1,FALSE,FALSE,807678143012159488,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:07:29 +0000 2016",NA,NA,"en",1,FALSE,"Looking for Peace to my world",770726866089017344,"<U+200F><U+0641><U+064A> <U+0637><U+0641><U+0648><U+0644><U+062A><U+0646><U+0627> <U+200F><U+200F><U+200F><U+200F><U+062A><U+0639><U+0644><U+0645><U+0646><U+0627> #<U+0627><U+0644><U+0648><U+0637><U+0646>_<U+0627><U+0644><U+0639><U+0631><U+0628><U+064A>_<U+0627><U+0644><U+0643><U+0628><U+064A><U+0631>
<U+0627><U+0631><U+062A><U+0648><U+064A><U+0646><U+0627> <U+0645><U+0646> #<U+0627><U+0644><U+0642><U+0648><U+0645><U+064A><U+0629>_<U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629>
<U+0647><U+0644> <U+0646><U+0633><U+064A><U+0646><U+0627> #<U+0639><U+0645><U+0631>_<U+0627><U+0644><U+0645><U+062E><U+062A><U+0627><U+0631>
#<U+0639><U+0628><U+062F><U+0627><U+0644><U+0642><U+0627><U+062F><U+0631>_<U+0627><U+0644><U+062C><U+0632><U+0627><U+0626><U+0631><U+064A>
#<U+062C><U+0645><U+0627><U+0644>_<U+0639><U+0628><U+062F><U+0627><U+0644><U+0646><U+0627><U+0635><U+0631>
#<U+0635><U+062F><U+0627><U+0645>_<U+062D><U+0633><U+064A><U+0646>
#<U+064A><U+0627><U+0633><U+0631>_<U+0639><U+0631><U+0641><U+0627><U+062A>",FALSE,"Tue Aug 30 20:56:19 +0000 2016",453,61,321,FALSE,"http://www.yemenwar.info","Arabia Felix",NA,"ar",NA,98,"M_alkotf",NA,NA
"RT @Bonn1eGreer: Couldn't be clearer or simpler.
#HumanRightsDay
#BornHuman
https://t.co/wao19weUZE",65,FALSE,FALSE,807678143205089280,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:07:29 +0000 2016",NA,NA,"en",7,FALSE,"A Place With No Name",2728306096,"<U+2764><U+FE0F>Music.<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>MJJ=TGOAT. <ed><U+00A0><U+00BC><ed><U+00B7><U+00AC><ed><U+00A0><U+00BC><ed><U+00B7><U+00A7>18. Shawn is everything. 3T. J5. Alec. Shane.Jenna.Gab. Ellen. Janet. Whitney. Mariah. Jermaine. Phil. Bruce. Bob Dylan. Diana Ross...",FALSE,"Tue Jul 29 16:21:20 +0000 2014",7180,250,16239,FALSE,NA,"Aliza<U+270C><ed><U+00A0><U+00BC><ed><U+00BE><U+00B8>",NA,"en-gb",NA,402,"Aliza_777",NA,NA
"RT @Rasa171a: humanitarian chief: 10,000 children under 5 years have died from preventable diseases #HumanRightsDay<U+0085>",15,FALSE,FALSE,807678147563024384,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:07:30 +0000 2016",NA,NA,"en",199,FALSE,"Cerca",2595739767,"BOSTERO, MUSULM<c1>N, ANTI SIONISTA, POR LA LIBERACI<d3>N DE PALESTINA Y UNA PATRIA GRANDE LATINOAMERICANA. NUNCA TUVE DINERO NI MIEDO.
SI ME AGREGAN A LISTAS BLOQUEO",TRUE,"Mon Jun 09 19:08:05 +0000 2014",164318,2469,159512,FALSE,NA,"Abu Bakr Alvarez",NA,"es",NA,620,"ralvarezdj",NA,NA
"RT @KamalaHarris: Women<U+0092>s rights.
LGBT rights.
Indigenous rights.
Immigration rights.
On #HumanRightsDay, let<U+0092>s re-dedicate ourselves to fi<U+0085>",396,FALSE,FALSE,807678148682739712,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:07:31 +0000 2016",NA,NA,"en",4,FALSE,"Location: indoors (always)",193127375,"Lights up thinking about: burrito bowls, literature, dress pants that feel like leggings, art, Chili's (the eatery), and feminism.",TRUE,"Tue Sep 21 01:22:46 +0000 2010",6352,541,16024,FALSE,NA,"Maria Harfouche","Alaska","en",-32400,1738,"MariaHarfouche",NA,NA
"RT @DitchtheLabel: Share if you agree and take a stand towards equality for all! #HumanRightsDay https://t.co/zK3Yzy4R0w",2,FALSE,FALSE,807678153539940352,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:07:32 +0000 2016",NA,NA,"en",92,FALSE,"Birmingham",3120931083,"I worked at Heart of England NHS for 12 years. I am a whistle blower and was made redundant in January 2015. I also have High Functioning Autism.",FALSE,"Fri Mar 27 10:12:08 +0000 2015",18123,467,105,FALSE,NA,"Michael Andrews","Pacific Time (US & Canada)","en-gb",-28800,497,"MJohnA01",NA,NA
"RT @BRios82: Today is #HumanRightsDay...unless you're Muslim in @realDonaldTrump's world. https://t.co/94q11ReKId",79,FALSE,FALSE,807678155129581568,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:07:32 +0000 2016",NA,NA,"en",653,FALSE,"Between here & there",705299120,"Thinking. Feeling Doing. not always in that order. College Educator. Opinions are my own. #UniteBlue #TNTweeters #Strongertogether #GunSense",TRUE,"Thu Jul 19 15:47:33 +0000 2012",63494,13832,12836,FALSE,NA,"Just.Jon","Eastern Time (US & Canada)","en",-18000,12164,"JonJusth",NA,NA
"RT @K_M_C_90: #HumanRightsDay Except for Palestinian's of course #BDS #FreePalestine https://t.co/DUVZD0C26j",30,FALSE,FALSE,807678155649585152,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:07:32 +0000 2016",NA,NA,"en",18,FALSE,"earth",709488200193089536,"#PeaceforOurChildren #FreePalestine #ForMySon'sFuture #StopTheZionistBrainwashing #peace #Savethechildren",FALSE,"Mon Mar 14 21:15:43 +0000 2016",6897,744,4098,FALSE,NA,"standup",NA,"nl",NA,989,"standupp2010",NA,NA
"Galatasaray Fenerbahce Besiktas https://t.co/QO6BC9hNV7 #HSVFCA #HumanRightsDay #I<e7>imdemGeleniS<f6>yl<fc>yorum #idolse",0,FALSE,FALSE,807678158052925440,NA,"<a href=""http://www.muratsuzen.com/"" rel=""nofollow"">autotweetprojectsample</a>",FALSE,"Sat Dec 10 20:07:33 +0000 2016",NA,NA,"tr",7,FALSE,"Ruston, LA",768174302709608448,"Top Videos",FALSE,"Tue Aug 23 19:53:20 +0000 2016",226279,12,0,FALSE,NA,"TopVideos",NA,"tr",NA,0,"TopVideooss",NA,NA
